"Loc" "Lat" "Lon"
1280 48.1311912536621 -121.745903015137
1281 48.4173011779785 -121.832000732422
1282 48.7033882141113 -121.91919708252
1283 48.9894409179688 -122.007301330566
1330 33.9942207336426 -118.084503173828
1331 34.2729187011719 -118.134902954102
1332 34.551929473877 -118.185699462891
1333 34.8312301635742 -118.236999511719
1334 35.1108283996582 -118.288803100586
1335 35.3907203674316 -118.341003417969
1336 35.6708908081055 -118.393798828125
1337 35.9513282775879 -118.446998596191
1338 36.2320594787598 -118.500701904297
1339 36.5130500793457 -118.554901123047
1340 36.7943000793457 -118.609596252441
1341 37.0758094787598 -118.664901733398
1342 37.3575592041016 -118.720703125
1343 37.6395606994629 -118.777000427246
1344 37.9217987060547 -118.833801269531
1345 38.2042808532715 -118.89119720459
1346 38.4869804382324 -118.949096679688
1347 38.7699012756348 -119.007598876953
1348 39.0530395507812 -119.066703796387
1349 39.3363800048828 -119.12629699707
1350 39.619930267334 -119.186599731445
1351 39.9036712646484 -119.247398376465
1352 40.1875991821289 -119.308799743652
1353 40.4717216491699 -119.370903015137
1354 40.7560081481934 -119.433601379395
1355 41.0404815673828 -119.49690246582
1356 41.3250999450684 -119.56079864502
1357 41.6098899841309 -119.625396728516
1358 41.8948211669922 -119.690696716309
1359 42.1799087524414 -119.75659942627
1360 42.4651298522949 -119.823196411133
1361 42.7504806518555 -119.890602111816
1362 43.0359497070312 -119.958602905273
1363 43.3215408325195 -120.027297973633
1364 43.6072387695312 -120.096702575684
1365 43.8930511474609 -120.166900634766
1366 44.1789512634277 -120.237899780273
1367 44.4649391174316 -120.309600830078
1368 44.7509994506836 -120.38200378418
1369 45.0371513366699 -120.455299377441
1370 45.3233604431152 -120.529296875
1371 45.6096382141113 -120.604202270508
1372 45.8959617614746 -120.679901123047
1373 46.1823310852051 -120.756401062012
1374 46.4687309265137 -120.833801269531
1375 46.7551689147949 -120.912002563477
1376 47.0416297912598 -120.991096496582
1377 47.3280982971191 -121.071197509766
1378 47.6145706176758 -121.152099609375
1379 47.901050567627 -121.233901977539
1380 48.1875190734863 -121.316703796387
1381 48.4739685058594 -121.400497436523
1382 48.7603912353516 -121.485198974609
1428 33.4782600402832 -117.651802062988
1429 33.7565689086914 -117.699798583984
1430 34.0351905822754 -117.74829864502
1431 34.3141212463379 -117.797203063965
1432 34.5933609008789 -117.846496582031
1433 34.8728981018066 -117.896301269531
1434 35.1527404785156 -117.946601867676
1435 35.4328689575195 -117.997299194336
1436 35.7132797241211 -118.048500061035
1437 35.993968963623 -118.10009765625
1438 36.2749404907227 -118.152297973633
1439 36.5561790466309 -118.204902648926
1440 36.8376693725586 -118.258003234863
1441 37.1194305419922 -118.311599731445
1442 37.4014282226562 -118.365798950195
1443 37.6836891174316 -118.420402526855
1444 37.966178894043 -118.475601196289
1445 38.248908996582 -118.531303405762
1446 38.5318717956543 -118.587501525879
1447 38.8150405883789 -118.644302368164
1448 39.0984382629395 -118.701698303223
1449 39.3820495605469 -118.75959777832
1450 39.6658592224121 -118.818000793457
1451 39.9498710632324 -118.877098083496
1452 40.234058380127 -118.936698913574
1453 40.5184516906738 -118.997001647949
1454 40.8030090332031 -119.057800292969
1455 41.0877494812012 -119.119300842285
1456 41.3726501464844 -119.181396484375
1457 41.6577110290527 -119.244102478027
1458 41.9429206848145 -119.307502746582
1459 42.2282905578613 -119.37149810791
1460 42.5137901306152 -119.43620300293
1461 42.7994194030762 -119.501502990723
1462 43.0851783752441 -119.567596435547
1463 43.3710517883301 -119.634300231934
1464 43.657039642334 -119.701698303223
1465 43.9431381225586 -119.769897460938
1466 44.2293281555176 -119.838798522949
1467 44.5156097412109 -119.908401489258
1468 44.8019790649414 -119.978797912598
1469 45.0884208679199 -120.049896240234
1470 45.3749389648438 -120.121803283691
1471 45.6615104675293 -120.19450378418
1472 45.9481391906738 -120.267997741699
1473 46.2348098754883 -120.342399597168
1474 46.5215301513672 -120.417503356934
1475 46.8082695007324 -120.493499755859
1476 47.0950393676758 -120.570297241211
1477 47.3818283081055 -120.648101806641
1478 47.6686210632324 -120.726699829102
1479 47.9554214477539 -120.806198120117
1480 48.2422103881836 -120.886596679688
1481 48.528980255127 -120.967903137207
1482 48.815731048584 -121.050201416016
1526 32.9614410400391 -117.226196289062
1527 33.2393188476562 -117.272003173828
1528 33.517520904541 -117.318099975586
1529 33.7960586547852 -117.364700317383
1530 34.0749092102051 -117.411697387695
1531 34.354061126709 -117.459098815918
1532 34.6335296630859 -117.506896972656
1533 34.9132995605469 -117.555198669434
1534 35.1933784484863 -117.603897094727
1535 35.4737396240234 -117.653099060059
1536 35.7543792724609 -117.702697753906
1537 36.0353088378906 -117.752799987793
1538 36.3165092468262 -117.803298950195
1539 36.5979881286621 -117.854400634766
1540 36.8797302246094 -117.905899047852
1541 37.1617202758789 -117.957901000977
1542 37.4439697265625 -118.010398864746
1543 37.7264709472656 -118.063301086426
1544 38.0092086791992 -118.116798400879
1545 38.2921905517578 -118.1708984375
1546 38.5753898620605 -118.225402832031
1547 38.8588218688965 -118.280502319336
1548 39.1424789428711 -118.336097717285
1549 39.4263305664062 -118.392196655273
1550 39.7103996276855 -118.44889831543
1551 39.9946594238281 -118.506202697754
1552 40.2791213989258 -118.564002990723
1553 40.5637702941895 -118.622497558594
1554 40.8485908508301 -118.681503295898
1555 41.1335906982422 -118.741096496582
1556 41.418758392334 -118.801300048828
1557 41.7040901184082 -118.862098693848
1558 41.9895706176758 -118.923599243164
1559 42.2751998901367 -118.985702514648
1560 42.5609817504883 -119.048400878906
1561 42.8468818664551 -119.111801147461
1562 43.1329193115234 -119.175903320312
1563 43.4190711975098 -119.240600585938
1564 43.7053413391113 -119.305999755859
1565 43.9917182922363 -119.372100830078
1566 44.278190612793 -119.438903808594
1567 44.5647583007812 -119.506500244141
1568 44.8514099121094 -119.574699401855
1569 45.1381492614746 -119.643798828125
1570 45.4249496459961 -119.713500976562
1571 45.7118186950684 -119.784103393555
1572 45.9987411499023 -119.855400085449
1573 46.2857093811035 -119.92749786377
1574 46.5727195739746 -120.000396728516
1575 46.8597717285156 -120.074096679688
1576 47.1468391418457 -120.148696899414
1577 47.4339408874512 -120.224098205566
1578 47.7210388183594 -120.300300598145
1579 48.0081481933594 -120.377502441406
1580 48.2952499389648 -120.455497741699
1581 48.5823402404785 -120.534400939941
1582 48.8694000244141 -120.614303588867
1625 32.7212791442871 -116.851196289062
1626 32.9990310668945 -116.89510345459
1627 33.2771301269531 -116.939300537109
1628 33.555549621582 -116.984001159668
1629 33.834300994873 -117.029098510742
1630 34.1133689880371 -117.074600219727
1631 34.392749786377 -117.120498657227
1632 34.6724395751953 -117.166900634766
1633 34.9524307250977 -117.213600158691
1634 35.2327308654785 -117.260803222656
1635 35.5133209228516 -117.308403015137
1636 35.794189453125 -117.356498718262
1637 36.0753402709961 -117.404998779297
1638 36.3567810058594 -117.453903198242
1639 36.6384887695312 -117.503402709961
1640 36.9204597473145 -117.553298950195
1641 37.2026901245117 -117.60359954834
1642 37.4851684570312 -117.654403686523
1643 37.7679100036621 -117.70580291748
1644 38.0508918762207 -117.757598876953
1645 38.3341102600098 -117.809898376465
1646 38.6175498962402 -117.862701416016
1647 38.9012298583984 -117.91609954834
1648 39.1851196289062 -117.969902038574
1649 39.4692192077637 -118.024299621582
1650 39.7535400390625 -118.079299926758
1651 40.0380516052246 -118.134803771973
1652 40.3227615356445 -118.190803527832
1653 40.6076583862305 -118.247398376465
1654 40.8927383422852 -118.304496765137
1655 41.1780014038086 -118.362297058105
1656 41.4634208679199 -118.420600891113
1657 41.7490005493164 -118.479598999023
1658 42.0347518920898 -118.539100646973
1659 42.3206405639648 -118.599296569824
1660 42.606689453125 -118.660003662109
1661 42.8928604125977 -118.721397399902
1662 43.1791496276855 -118.783500671387
1663 43.4655799865723 -118.846199035645
1664 43.7521209716797 -118.909599304199
1665 44.0387687683105 -118.973701477051
1666 44.3255195617676 -119.038398742676
1667 44.6123695373535 -119.103797912598
1668 44.899299621582 -119.169998168945
1669 45.1863098144531 -119.23690032959
1670 45.4734001159668 -119.304496765137
1671 45.7605514526367 -119.372802734375
1672 46.0477600097656 -119.441902160645
1673 46.335018157959 -119.51180267334
1674 46.6223182678223 -119.582397460938
1675 46.9096603393555 -119.653900146484
1676 47.1970291137695 -119.726097106934
1677 47.4844207763672 -119.799201965332
1678 47.7718200683594 -119.873100280762
1679 48.0592308044434 -119.947898864746
1680 48.3466300964355 -120.023498535156
1681 48.6340293884277 -120.099998474121
1682 48.9213981628418 -120.177398681641
1725 32.757438659668 -116.521003723145
1726 33.0354118347168 -116.563499450684
1727 33.3137092590332 -116.606300354004
1728 33.5923385620117 -116.64949798584
1729 33.8713111877441 -116.693199157715
1730 34.1505889892578 -116.737197875977
1731 34.4301795959473 -116.781600952148
1732 34.7100791931152 -116.826400756836
1733 34.990291595459 -116.871597290039
1734 35.270809173584 -116.917297363281
1735 35.5516090393066 -116.963302612305
1736 35.8326988220215 -117.009803771973
1737 36.1140785217285 -117.056701660156
1738 36.3957405090332 -117.104103088379
1739 36.6776695251465 -117.151901245117
1740 36.9598693847656 -117.200202941895
1741 37.2423210144043 -117.248901367188
1742 37.5250396728516 -117.29810333252
1743 37.8079986572266 -117.347702026367
1744 38.0912094116211 -117.397796630859
1745 38.3746604919434 -117.448501586914
1746 38.6583404541016 -117.499603271484
1747 38.9422492980957 -117.551200866699
1748 39.2263793945312 -117.603302001953
1749 39.5107192993164 -117.655899047852
1750 39.795280456543 -117.709098815918
1751 40.0800285339355 -117.762702941895
1752 40.3649787902832 -117.816902160645
1753 40.6501312255859 -117.871696472168
1754 40.9354515075684 -117.927001953125
1755 41.2209587097168 -117.982902526855
1756 41.5066299438477 -118.03929901123
1757 41.7924690246582 -118.096397399902
1758 42.0784606933594 -118.153999328613
1759 42.3646087646484 -118.212196350098
1760 42.6509094238281 -118.271003723145
1761 42.9373397827148 -118.33039855957
1762 43.2238998413086 -118.390502929688
1763 43.5105781555176 -118.451202392578
1764 43.7973899841309 -118.512496948242
1765 44.084300994873 -118.574501037598
1766 44.3713188171387 -118.637100219727
1767 44.6584281921387 -118.700500488281
1768 44.945629119873 -118.764503479004
1769 45.2329216003418 -118.829200744629
1770 45.5202789306641 -118.894599914551
1771 45.8077011108398 -118.960800170898
1772 46.0951881408691 -119.027702331543
1773 46.3827285766602 -119.09529876709
1774 46.6703186035156 -119.163696289062
1775 46.9579391479492 -119.232803344727
1776 47.2455902099609 -119.302803039551
1777 47.5332717895508 -119.373497009277
1778 47.8209609985352 -119.445098876953
1779 48.1086616516113 -119.517402648926
1780 48.3963584899902 -119.590698242188
1781 48.6840400695801 -119.664703369141
1782 48.9717216491699 -119.739700317383
1825 32.7923889160156 -116.190498352051
1826 33.0705490112305 -116.231498718262
1827 33.349048614502 -116.272903442383
1828 33.6278915405273 -116.314697265625
1829 33.9070587158203 -116.356796264648
1830 34.1865386962891 -116.399299621582
1831 34.4663391113281 -116.442199707031
1832 34.7464485168457 -116.485496520996
1833 35.0268707275391 -116.529197692871
1834 35.3075981140137 -116.573303222656
1835 35.5886116027832 -116.617797851562
1836 35.8699188232422 -116.662696838379
1837 36.1515083312988 -116.708000183105
1838 36.4333801269531 -116.753799438477
1839 36.7155303955078 -116.800003051758
1840 36.9979400634766 -116.846603393555
1841 37.2806205749512 -116.893699645996
1842 37.563549041748 -116.941200256348
1843 37.8467407226562 -116.989196777344
1844 38.1301803588867 -117.03759765625
1845 38.4138488769531 -117.086502075195
1846 38.6977615356445 -117.135902404785
